فکر ناگهانی در ذهن پیدا شد|wavs_chunk4305.wav
بگو خودت فرو کرد|wavs_chunk4306.wav
دنبال مادر بزرگ تو چه فکر می کنی|wavs_chunk4307.wav
فکر می کنی وقتی به او برسیم و ما را ببیند چه بود|wavs_chunk4308.wav
مثل راستی چه نیست مثل تو|wavs_chunk4309.wav
خودش از چه فکر می کنی حاضر باش|wavs_chunk4310.wav
با همه میخندی گوش کن ببین چی میگم|wavs_chunk4311.wav
میدانی سال دیگر تابستان کجا می خواهد برود می خواهد برود قطب شما|wavs_chunk4312.wav
برای تحقیقات علمی را هم دعوت کرده که بره|wavs_chunk4313.wav
روزها اگر اروپایی ها نبودند هیچ نمی دانستیم و به آنها عرضه هیچ|wavs_chunk4314.wav
ولی او هم آدم خوبی است میدانی|wavs_chunk4315.wav
برو برو نمیبخشه می‌گوید که بلند عشقه|wavs_chunk4316.wav
ولی ناگهان طوری که انگار حواسش پرت شده|wavs_chunk4317.wav
رشته کلام از دستش رفته باشد تکرار میکرد|wavs_chunk4318.wav
نمیدانم بیچاره ها دلم برای شما می سوزد|wavs_chunk4319.wav
برای مادربزرگم خیلی دلم میسوزد گوش کن گوش کن|wavs_chunk4320.wav
چطور می ترسید و گریه را بکشی که در خیال باشی|wavs_chunk4321.wav
احمقی هستی تو که فکر میکردی که من می گذارم|wavs_chunk4322.wav
وی افزود بارون راه می گذاشتم با کاشی|wavs_chunk4323.wav
گاه گاهی خندیدن|wavs_chunk4324.wav
حرف میزدی چقدر خنده دار بودی بر روی نیمکت نشسته بودم از دور|wavs_chunk4325.wav
میکردم وقتی من گفتم برو به او حرف بزنی تو هیچ میلی به این کار|wavs_chunk4326.wav
اقا خندان افزود|wavs_chunk4327.wav
دیدم چقدر خندیدم|wavs_chunk4328.wav
باز شروع کرد مرا در آغوش گرفتن و بوسیدن مادر التهاب|wavs_chunk4329.wav
با مهربانی صورتش را به صورت منفی شدن|wavs_chunk4330.wav
فکر میکردم و هیچ نمی شنیدم سلام به در قرآن|wavs_chunk4331.wav
گمان می کنم نزدیک ساعت ۷ صبح بود که به خودم آمدم|wavs_chunk4332.wav
آفتاب در اتاق افتاده بود و در کنار من نشسته بود|wavs_chunk4333.wav
گفتی از ظلمت بیرون آمده و محدود باشد|wavs_chunk4334.wav
بگو شد حواس خود را جمع کند و چیزهایی را به یاد آورد|wavs_chunk4335.wav
تازه بیدار شده بود و به میرزا پول های رویان خیره|wavs_chunk4336.wav
سرم سنگین بود درد میکرد میخواستم دسته|wavs_chunk4337.wav
اما بود دستم را پس دادن روی کاناپه بچه است|wavs_chunk4338.wav
روزی که شروع میشه شاد بود در باران آمد|wavs_chunk4339.wav
به پای پنجره رفت آن را باز کرد و دست ها را ستون بدن|wavs_chunk4340.wav
آرایش های شعبه دو طرف تکیه داد و سر و سینه اش را بیرون|wavs_chunk4341.wav
۲۳ دقیقه همینطور پاش به من مانده به حرفایی که|wavs_chunk4342.wav
گوش نمیداد با خودم گفتم که حالا چه خواهد شد|wavs_chunk4343.wav
کار به کجا خواهد کشید ناگهان کمر راست کرد و به طرف|wavs_chunk4344.wav
سیمای ۶۰ نفر بی پایانشان داشت و بال هایش|wavs_chunk4345.wav
در زمان باد ۵۰ هزار فرانک مرا بده|wavs_chunk4346.wav
گفتم اولین بار|wavs_chunk4347.wav
عقیده عوض شد|wavs_chunk4348.wav
مکان پشیمان شده باشی ۲۵۰۰|wavs_chunk4349.wav
آن را برداشتم و به او دادم|wavs_chunk4350.wav
پول ها را در دست گرفت و با خشم پرسید پس حالا این پو|wavs_chunk4351.wav
اگر نه اگر نه|wavs_chunk4352.wav
از همان اول هم مال تو بود|wavs_chunk4353.wav
پول ها را به زرد در صورتم پر کرد و گفت|wavs_chunk4354.wav
این پنجره اضافه کرد در صورت|wavs_chunk4355.wav
روی زمین پراکنده شد و ضربه دردناک بود|wavs_chunk4356.wav
کولینا شتابان از اتاق بیرون|wavs_chunk4357.wav
هرچند که از این جور چیزی نمیدانم|wavs_chunk4358.wav
یقین دارم که در آن لحظه مشاعره پریشان بود|wavs_chunk4359.wav
حقیقت این است که هنوز بعد از یک ماه شبانه یافته است|wavs_chunk4360.wav
علت این بیماری و خواسته علت این رفتار ناهنجار چه بود|wavs_chunk4361.wav
آیا غرورش آزرده شده بود از این که عاقبت تصمیم|wavs_chunk4362.wav
ممکن است من بیاید پشیمان شده بود|wavs_chunk4363.wav
افتاده بود که من از کامروایی خود شده ام و می خواهم|wavs_chunk4364.wav
پنجاه هزار فرانک خلاص کنم|wavs_chunk4365.wav
اینکه حقیقت نداشت من پیش وجدان|wavs_chunk4366.wav
سربلند بودم گمان می کنم که گناه تا اندازه|wavs_chunk4367.wav
غرور خود او نیز بود او القا کرده بود|wavs_chunk4368.wav
اعتماد نکند و بیازارد هر چند که|wavs_chunk4369.wav
برایش چندان روشن بود در این صورت من البته|wavs_chunk4370.wav
اندازه خود مسئول جرم نکرده بودم|wavs_chunk4371.wav
حقیقت این بود که اینها همه از مقوله هذیان|wavs_chunk4372.wav
من می دانستم که او دستخوش هذیان است و|wavs_chunk4373.wav
توجهی به این حال او نداشتم شاید امروز نتواند|wavs_chunk4374.wav
چرا برمن ببخشد این سختگیری او مربوط به امروز|wavs_chunk4375.wav
همان روز|wavs_chunk4376.wav
آن روز حالت هذیان و بیماری اش آنقدر سنگین بود که وقتی|wavs_chunk4377.wav
دو گریون از بهمن آمد دانسته باشد چه میکند|wavs_chunk4378.wav
من هر طور که می توان|wavs_chunk4379.wav
همه اسکناس ها و سکه های طلایی مرا روی بستر ریختم و روی آن را پوشانده|wavs_chunk4380.wav
۱۱۰ دقیقه بعد از پولینا بیرون رفتم داشتم|wavs_chunk4381.wav
کتاب آن به اتاق خود گرفته است و میخواستم آهسته|wavs_chunk4382.wav
توجه کسی را جلب نکند به طبقه آنها بروند|wavs_chunk4383.wav
را از دایه حال او را بپرسم اما به آنجا نرسیده|wavs_chunk4384.wav
پلکان به دایی برخوردم که به سراغم نمی آمد به من گفت که|wavs_chunk4385.wav
هنوز برنگشته است و می آید که از من خبر را بگیرد|wavs_chunk4386.wav
من به او گفتم همین چند دقیقه پیش از من رفت|wavs_chunk4387.wav
یعنی کجا میتونه ساخته باشد|wavs_chunk4388.wav
بهترین اسنایپ این داستان به طفل|wavs_chunk4389.wav
باشه خوبه ک در هتل پخش شده بود در اتاق درمان|wavs_chunk4390.wav
پیشخدمت هتل پزشکان می گفتند که دوشیزه|wavs_chunk4391.wav
ساعت ۶ با عجله هتل را ترک کرده و زیر باران بدون چتر|wavs_chunk4392.wav
دانلود سرود از حرف ها و کنایه هاشون فهمیدن|wavs_chunk4393.wav
میدان سنگ پولینا شب را در اتاق من به سر برده است|wavs_chunk4394.wav
اگرچه ماجرای ژنرال و تمام خانواده اش بر زبان همه بود|wavs_chunk4395.wav
همه می دانستند که ژنرال روزگذشته مشاع را از دست داده|wavs_chunk4396.wav
در سراسر راهروهای هتل راه میرفت و گریه میکرده است|wavs_chunk4397.wav
گفتند که مادربزرگ که از مسکو آمده بود مادر دوست|wavs_chunk4398.wav
از روسیه حامله بوده که مانع ازدواج پسرش با مادمازل|wavs_chunk4399.wav
در صورتی که زن را اذیت نکند از ارث خود محروم شد|wavs_chunk4400.wav
ژنرال نافرمانی کرده به اند|wavs_chunk4401.wav
چشم و هر چه پول همراه داشته در کازینو باخته است|wavs_chunk4402.wav
چیزی برای اون که رفت|wavs_chunk4403.wav
سر تکان می داد او تکرار می کرد امان از این روزها|wavs_chunk4404.wav
دیگران میخندیدن پیشخدمت صورتحساب|wavs_chunk4405.wav
خبر بختیاری روز پیش من در کازینو نیز|wavs_chunk4406.wav
هتل رسیده‌بود وکال پیشخدمت طبقه من اولین کسی بود که|wavs_chunk4407.wav
تبریک گفت و من فرصت این حرفارو نداشتم|wavs_chunk4408.wav
هتل دایی زود بود مثل است|wavs_chunk4409.wav
امروز کسی را نمی پذیرفت چون دانست که من به دیدنش آمده ام از تو|wavs_chunk4410.wav
جلوی من ایستاده با نگاهی سیاه به من شهر سوخته|wavs_chunk4411.wav
منتظر بود که من چه می گویم من پرسیدم که|wavs_chunk4412.wav
خبر دارد به سراسری با همان نگاه سیاه به من زل زد|wavs_chunk4413.wav
مریض است|wavs_chunk4414.wav
بله پیش من است|wavs_chunk4415.wav
کار شما خیالی پیش خودتان نگه دارید|wavs_chunk4416.wav
بله البته نگهش میدارم استراحت|wavs_chunk4417.wav
آیا میشود کار را بکنید از این گذشت و مریض است|wavs_chunk4418.wav
شاید شما متوجه کسالتی نشده اید|wavs_chunk4419.wav
متوجه شدم خودم به شما گفتم که مریض است اگر|wavs_chunk4420.wav
نبود که شب را پیش شما نمی گذارند شما این را|wavs_chunk4421.wav
این را هم می دانم|wavs_chunk4422.wav
اگر دیشب آمده بود اینجا را پیش خانمی از اقوام فرستاده بود|wavs_chunk4423.wav
اما چون مریض بود اشتباه کرده آمد سراغ شما|wavs_chunk4424.wav
عجب فکرش را بکنید به شما|wavs_chunk4425.wav
راستی رسید|wavs_chunk4426.wav
شما تا صبح زیر پنجره من ایستاده بودید|wavs_chunk4427.wav
تمامش به من می‌گفت پنجره را باز کنم و ببینم که شما آنجا نیست|wavs_chunk4428.wav
هی میخنده عجب|wavs_chunk4429.wav
نه من زیر پنجره ایستاده بودم در راهرو منتظر بودم اومدم قدم|wavs_chunk4430.wav
راستی باید معالجه کرد|wavs_chunk4431.wav
ولی من فرستادم دنبال دکتر و اگر بمیرد|wavs_chunk4432.wav
جوابگو خواهد بود گفتم|wavs_chunk4433.wav
راستی منظورتان چیست راستی|wavs_chunk4434.wav
مدارک شما دیروز ۲۰۰۰۰۰ تالار بردید|wavs_chunk4435.wav
صد هزار فلور بیشتر نبود خواب میبینید|wavs_chunk4436.wav
امین رستمی روی پاریس پاریس|wavs_chunk4437.wav
با لحنی که گفت اش را از روی کتاب می خواند|wavs_chunk4438.wav
همه روزهایی که پولی دارند می روند|wavs_chunk4439.wav
انواع این جرم را به روند پاریس چه کنم|wavs_chunk4440.wav
شما خودتان می دانید من او را دوست دارم|wavs_chunk4441.wav
دوست داری ولی من یقین دارم که اینطور نیست از این|wavs_chunk4442.wav
اگر اینجا بمانید همه پولتان را خواهید باخت و دیگر چیزی|wavs_chunk4443.wav
سفر پاییز برای تان می ماند خداحافظ|wavs_chunk4444.wav
اطمینان دارم که شما امروز می آید پاریس|wavs_chunk4445.wav
خداحافظ ولی من به پاریس نخواهم رفت|wavs_chunk4446.wav
اما شما فکر کنید حالا اینجا چه خواهد شد آنجا ژنرال|wavs_chunk4447.wav
و حالا این ماجرا های دینا|wavs_chunk4448.wav
قبله در تمام شهر|wavs_chunk4449.wav
نمیکنم به این مسئله فکر کنند به طور کلی فکر می کنم که چند تا|wavs_chunk4450.wav
حرف آ باشد از این گذشته را کاملا حق|wavs_chunk4451.wav
کجا که خواست اقامت کند در خصوص این خانواده هم|wavs_chunk4452.wav
می کنم که دیگر چنین خانواده ای وجود داشته باشد|wavs_chunk4453.wav
من از تو جدا شدم و در راه به اطمینان عجیب انگلیسی به اینکه|wavs_chunk4454.wav
امروز به پاریس خواهم رفت میخندیدم با خودم میگفتم|wavs_chunk4455.wav
اگر مادمازل پول و بمیرد برادر یکدیگر می کشد|wavs_chunk4456.wav
حکایت ای قسم میخورم دلم برای پایین میسوخت|wavs_chunk4457.wav
از همون دقیقه ای که دیشب شنا روی میز بازی قرار گرفتم|wavs_chunk4458.wav
کردن اسکناس و سکه های طلا روی میز به طرف خود کشیدن|wavs_chunk4459.wav
گردبر عشقم پولینا قانع شده بود|wavs_chunk4460.wav
آن وقت هنوز به روشنی به این معنی آنگاه نبودم|wavs_chunk4461.wav
آیا به راستی من|wavs_chunk4462.wav
اینجور دیوانه‌وار دوست داشتم خدا شاه|wavs_chunk4463.wav
من تا امروز را دوست دارم آن روز وقتی از مستر است|wavs_chunk4464.wav
به خاطر رفتن حقیقت آن رنج می بردم و خود را در این ماه|wavs_chunk4465.wav
کار می شمردم و ماجرای بسیار عجیب و نیز به|wavs_chunk4466.wav
معنی برایم پیش آمد با جاری به سر|wavs_chunk4467.wav
رفتم اما به اتاق او نرسیده در راه باز شده|wavs_chunk4468.wav
خانم کمان بود که از طرف پازل بند|wavs_chunk4469.wav
من به اتاق من مثل بدنش وارد شدم|wavs_chunk4470.wav
آنها صوتی مرکب از دو اتاق کوچک داشتن صدای خنده|wavs_chunk4471.wav
مادمازل بلانش از اتاق خواب شنیده می شد تازه از بستر بر می|wavs_chunk4472.wav
|wavs_chunk4473.wav
جان ببینم راست است که|wavs_chunk4474.wav
کوه طلا و نقره برده‌ی من طلا را ترجیح می دهند|wavs_chunk4475.wav
من خندان جواب دادم که بردم|wavs_chunk4476.wav
چقدر ای بردی|wavs_chunk4477.wav
به به چه ناز تو چقدر|wavs_chunk4478.wav
حالا چرا آنجا ایستاده ای بیا اینجا|wavs_chunk4479.wav
حسابی شکمی از عزا در می آوریم|wavs_chunk4480.wav
من به اتاقش رفتم زیر پتو از دستگاه|wavs_chunk4481.wav
نشانه های گندم ها و شاداب و بسیار فریبا|wavs_chunk4482.wav
از ایران بیرون آمده بود شانه هایی که به راستی فقط|wavs_chunk4483.wav
رویا ممکن است دیده شوند و در پیرهن خواب بسیار|wavs_chunk4484.wav
لطیف و به حاشیه های توری سفیدی مزین با پوست|wavs_chunk4485.wav
حامد در تضاد ای زیبا بود شلوغ و به سهل انگاری|wavs_chunk4486.wav
مراکزی جیغ زد که پسرم|wavs_chunk4487.wav
شهامت داری و شروع کرد|wavs_chunk4488.wav
خندش همیشه بسیار نشاط انگیز و گاهی حتی ساده|wavs_chunk4489.wav
من در جوابش گفتم هر کس غیر|wavs_chunk4490.wav
نشان میدادم که شهامت دارم یا نه|wavs_chunk4491.wav
شروع کرد به بلبل زبانی که میبینی|wavs_chunk4492.wav
جوراب هایم را پیدا کن کمکم می کنی|wavs_chunk4493.wav
بپوشم بعد آن وقت اگر|wavs_chunk4494.wav
دست و پا چلفتی نباشی همراه خودم میبرمت پاریس|wavs_chunk4495.wav
میدانی همین الان می رود|wavs_chunk4496.wav
الان نیم ساعت دیگه|wavs_chunk4497.wav
به راستی بال هایش همه بسته بود آماده مدتی بود|wavs_chunk4498.wav
اگر بخوای پریسا ببینی|wavs_chunk4499.wav
یک معلم چه جوری موجودی آقا معلم|wavs_chunk4500.wav
خیلی بد بودی خوب|wavs_chunk4501.wav
چرا پایان می کنی ماه عسل چه هست|wavs_chunk4502.wav
به راستی هم پایش را پیش آورده پای|wavs_chunk4503.wav
با پوستی گندم ها و ظریف|wavs_chunk4504.wav
شهرک اصلاً مثل غرب پاهایی که به زور در|wavs_chunk4505.wav
چای کوچک جا داده می‌شوند از شکل نیفتاده بود|wavs_chunk4506.wav
شروع کردم جوراب های ابریشمی را به پایش کشیدند|wavs_chunk4507.wav
مثل بلانش در این مدت روی تخت خواب نشسته بود و بلبل شده بود|wavs_chunk4508.wav
خوب چه می کنی با خودم ببرم از پاریس|wavs_chunk4509.wav
ثانیا من ۵۰ هزار فرانک می خوام|wavs_chunk4510.wav
پودر فرانکفورد ۵۰۰۰۰ فرانسه به من میدهی|wavs_chunk4511.wav
ما میرویم پاریس و پاریس با هم زندگی میکنیم|wavs_chunk4512.wav
و من روز روشن ستاره نشانت می دهند|wavs_chunk4513.wav
زن هایی که به عمرت ندیده ای گوش کن|wavs_chunk4514.wav
می گوید اگر من ۵|wavs_chunk4515.wav
اهنگ بدهم به تو وقت برای خود را چه مینامند|wavs_chunk4516.wav
پنج هزار نفر آن را فراموش کرده ایم از همه مهمتر اینکه من حاضرم|wavs_chunk4517.wav
دو ماه با تو زندگی کنم چی میزنم|wavs_chunk4518.wav
۱۵۰ هزار فرانک باغی را در این دو خرج میکنیم|wavs_chunk4519.wav
من دختر صاف و صادقی هستم از اول همه چیز را برایت می|wavs_chunk4520.wav
اموزش ستاره های آسمان را نشان می دهم|wavs_chunk4521.wav
چطور همه را دوماه خرج میکنیم|wavs_chunk4522.wav
خوب بله میترسی|wavs_chunk4523.wav
کرم نشنیدید هیچ میدانی که یکم از این زن|wavs_chunk4524.wav
تمام عمرت می ارزد و|wavs_chunk4525.wav
باداباد همتون می توانیم چیزها را بفهمیم|wavs_chunk4526.wav
برو پی کارت ماشین چیزها را نداری باهاش|wavs_chunk4527.wav
می کنی این لحظه من لنگه دیگر جوراب پایش|wavs_chunk4528.wav
طاقت نیاوردم و پایش را بوسیدم از دست|wavs_chunk4529.wav
بانو کیان در صورت هم گفت و بعدم را کاملا از خود را اند|wavs_chunk4530.wav
پشت سرم داد زد آقا معلم اگر خواب|wavs_chunk4531.wav
منتظرت می مانم یک ربع به ساعت دیگر حرکت می کنم|wavs_chunk4532.wav
به خانه برگشتم انگاری سرم گیج میرفت|wavs_chunk4533.wav
چه کنم تقصیر من چیست که مادر پولینا یک مشت اسکناس در صورت|wavs_chunk4534.wav
به همین دیشب مثل اصلی را به من ترجیح داد|wavs_chunk4535.wav
از بسته باز شده هنوز روی زمین مانده بود آنها را جمع کردم|wavs_chunk4536.wav
در این لحظه در باز شد و سر پیشخدمت هتل که بیش از این می خواست تا نگاهم کن|wavs_chunk4537.wav
وارد شده دعوتم کردی اگر میل داشته باشم به اتاق بسیار|wavs_chunk4538.wav
کند در آن بوده به طبقه پایین نرفته می کنم|wavs_chunk4539.wav
کمی مکث کردم و بعد از کمی فکر داد زدم صورت|wavs_chunk4540.wav
من دارم می روند ۱۰ دقیقه دیگر|wavs_chunk4541.wav
خودم گفتم حالا که باید به پاریس رفت میرود|wavs_chunk4542.wav
ظاهراً تقدیر همین بوده|wavs_chunk4543.wav
یک ربع ساعت بعد به راستی سه نفری در یک کافه خانوادگی نشسته بود|wavs_chunk4544.wav
من اومدم سربلند شما دم کن به من نگاه کن|wavs_chunk4545.wav
میرفت و مادام کمانش از او تقلید میکرد|wavs_chunk4546.wav
می‌توانم بگویم که دلم هوای خندیدن نداشت زندگی|wavs_chunk4547.wav
ولی از شب گذشته یاد گرفته بودم که همه چیز|wavs_chunk4548.wav
بازی بارسلونا حقیقت پولداری نداشتم|wavs_chunk4549.wav
خوب آقا معلم اگه خواستی منتظرت میمونم|wavs_chunk4550.wav
به نظر می رسید که ماهیت زندگیمو فقط نفس می کشد|wavs_chunk4551.wav
به راستی برای مدتی کوتاه|wavs_chunk4552.wav
یک ماه دیگر برمیگردم باز به هم میرسیم|wavs_chunk4553.wav
به طوری که حالا به یاد می‌آورم دارم زیر بارون واسه میاد|wavs_chunk4554.wav
پرچم به ظاهر با این بدان که بی درد سبکسر میخندیدم|wavs_chunk4555.wav
گهگاه به عشقش را قطع می‌کرد و با اتاق می گفت|wavs_chunk4556.wav
آخر تو پول میخوای چه کنی تو چقدر خری|wavs_chunk4557.wav
جدایی چقدر خری|wavs_chunk4558.wav
۲۰۰ هزار پلاکت را می خوریم اما در عوض|wavs_chunk4559.wav
مثل یک شاه کوچولو خوشبخت میشوی خودم|wavs_chunk4560.wav
گره میزنم و با ارتان آشنایت می کنم|wavs_chunk4561.wav
مامان ته کشید تو بازم بیای اینجا بانک کاسپین رو خالی میکنه|wavs_chunk4562.wav
یهودیان به تو چه می گفتند از همه چیز مهمتر اینه|wavs_chunk4563.wav
بی باک باشی و تو خوب بی باکی چند دفعه دیگه|wavs_chunk4564.wav
پول می آوری پردیس نفقه سالی ۵۰ هزار فرانک|wavs_chunk4565.wav
می خواهم آن وقت پرسیدم|wavs_chunk4566.wav
ژنرال چه میشود|wavs_chunk4567.wav
تو خودت میدانی هر روز این ساعت می رود برای من گل می خرد|wavs_chunk4568.wav
مخصوصاً برای امروز گفتم یک دسته گلی برای بخند که خیلی کم پیش|wavs_chunk4569.wav
بدبخت با دسته گل می آید و می بیند قناری عزیزش|wavs_chunk4570.wav
پر زد و رفته حالا میبینی|wavs_chunk4571.wav
به دنبالمان بیاید|wavs_chunk4572.wav
خوشحال میشوم ژنرال است تاریخ به چه درد میخورد|wavs_chunk4573.wav
صورتحساب شطرنج مستر اصلی می دهد|wavs_chunk4574.wav
من به این ترتیب راهی پاریس شده|wavs_chunk4575.wav
فاصله|wavs_chunk4576.wav
شانزدهم از پاریس چه بگویم|wavs_chunk4577.wav
این ماجرا البته همه در هذیان و دیوانگی گذشت|wavs_chunk4578.wav
روی‌هم‌رفته ۳۷۹ در پاریس ماندم بعد تمامی ۱۰۰۰۰۰|wavs_chunk4579.wav
در این مدت دود شد  گفتم صد هزار فرسنگ|wavs_chunk4580.wav
صد هزار فرانک واقعی را به ما دادند|wavs_chunk4581.wav
۵۰۰۰ فرانک در فرانکفورت به او دادم و پنجاه هزار فرانک هم|wavs_chunk4582.wav
روز بعد در پاریس به صورت سوخته را هم ظرف یک هفته|wavs_chunk4583.wav
گردو گفت و صد هزار فرانکی را که برای من|wavs_chunk4584.wav
با هم میخوریم خواهم معلم|wavs_chunk4585.wav
همیشه مراقب معلم میخواد مشکل میتوان حساب گردد|wavs_chunk4586.wav
از امثال ما تصور کرد|wavs_chunk4587.wav
مطرح باشد  حال آنکه در مورد صد هزار فرانک من|wavs_chunk4588.wav
رکورد گفت این پول را برای اولین خانه و زندگی خودش را میخواهد|wavs_chunk4589.wav
زود حالا من برای خودم سر و سامان گرفته بود|wavs_chunk4590.wav
زندگی آبرومندی درست کردم و حالا حالا هیچ کس نیست که بتوان|wavs_chunk4591.wav
راز خری که سوار پایین بکشد|wavs_chunk4592.wav
ترتیبی دادم که نتواند البته می شود گفت که|wavs_chunk4593.wav
رنگین صد هزار فرانکی را که برایم نمانده بود ندیدم|wavs_chunk4594.wav
هرچه بود همیشه دست تو بود در کیف من|wavs_chunk4595.wav
روز بازرسی اخمی کرد هرگز بیش از سفرای پیدا نمی شود|wavs_chunk4596.wav
موجودی به صرف را که نمی رسید|wavs_chunk4597.wav
بسیار میگفتم پول میخوای چه کنی و من دربند جر و بحث|wavs_chunk4598.wav
با این پول آپارتمان خود را بسیار بالا|wavs_chunk4599.wav
یار است و عاقبت وقتی مرا برای خانه مبارکی بود همه اتاق ها را نشان|wavs_chunk4600.wav
ببین با صرفه جویی و سلیقه آدمی|wavs_chunk4601.wav
با دست خالی خانه و زندگی آبرومندانه برای خودش درس|wavs_chunk4602.wav
البته این دست خالی که می گفت ۵۰ هزار فرانک|wavs_chunk4603.wav
با ۵۰ هزار تومان کدوم همه کالسکه خرید و دو اسب|wavs_chunk4604.wav
علاوه بر این دو مهمانی مفصل هم دادیم یعنی در ضیافت|wavs_chunk4605.wav
که در آن هم ارتان بود و هم لذت و هم کرافت|wavs_chunk4606.wav
سینه زن هایی بود از بسیاری جهات فوق‌العاده و بس|wavs_chunk4607.wav
زیبا  ضیافت من مجبور بودم که نقش احمق|wavs_chunk4608.wav
بی مسمای صاحبخانه را بازی کنم یعنی از مهمانها پذیرایی کنم|wavs_chunk4609.wav
با زنهای کسبینو کیسه و از بیسوادی و تهی مغزی و|wavs_chunk4610.wav
غیرقابل تحمل و باسواد بانک های کم سواد و بی ادب و|wavs_chunk4611.wav
کم مایه و روزنامه داران بیسواد فروهر|wavs_chunk4612.wav
راه های شیک و مد روز می پوشیدند و دستکش های کاهی رنگ|wavs_chunk4613.wav
چون به دست داشتند و به قدری خود فروش و پر افاده بودند|wavs_chunk4614.wav
از نظایر پترزبورگ ایشان دست می بردند و کم نیست|wavs_chunk4615.wav
بگیرم و بگو بخند سرشان را گرم کنم و بگذارم که احساس|wavs_chunk4616.wav
کسالت کنند تازه این آقایان کار را به جایی|wavs_chunk4617.wav
بودند که به ریش من میخندی دیدند اما من به قدری شامپانی میخورد|wavs_chunk4618.wav
عاقبت مست میشدم در اتاق مجاور میخوابیدم|wavs_chunk4619.wav
البته برای من سخت ناگوار بود|wavs_chunk4620.wav
بدون شک در معرفی من به مهمانانش میگفت یک معلم|wavs_chunk4621.wav
۲۰۰ هزار پرنده کردی اگر من نبودم نمی دانست|wavs_chunk4622.wav
ورزش کند پول ها را که خرج کردم باید باز برود آقام|wavs_chunk4623.wav
چه شود کسی جایی سراغ ندارد که معلم سرخانه بخواهند|wavs_chunk4624.wav
کاری برایش کرد اغلب بهنام بانی|wavs_chunk4625.wav
زیرا بار اندوه و دلم اغلب بسیار سنگین بود|wavs_chunk4626.wav
در محیط پولدار های بسیار بازار|wavs_chunk4627.wav
آدم محیطی که حساب هر دینار را نگه می داشتند|wavs_chunk4628.wav
همه چیز به معیار پول سنجیده می شد که دو هفته اول|wavs_chunk4629.wav
از من بسیار بیزار بود من به این معنی پی برده بودم|wavs_chunk4630.wav
درست است که در آراستن سرا و منطقی نشان می دهد و روز|wavs_chunk4631.wav
باز هم مرا به دست خود گره میزد اما از ته دل مرا خوار می داشت|wavs_chunk4632.wav
