نەی کە ئەو کسیانی لە چوار دەوری دەژین نیاننھەر بۆیاس|to_kaptne_chunk849.wav
یا لەبەردەوامی لە لێدان و پاڵنانی خوێن ئەو کاعچەیی کە دڵ لە لێداند|to_kaptne_chunk1386.wav
ەوەیەیەگەر جەمانەوەیەت ئەوەی کردوومانە چە ئاماجپی بگەین دەبێت وکو ئە|to_kaptne_chunk889.wav
ئەوەوەبیرخۆم دەهێنمەوە کە من لە پێناو خێزانەکەم ئەو کارەهاکەمتۆ|to_kaptne_chunk1225.wav
کارێکیان کردووە و چ هەڵەیەکیان کردووە بۆ ئەوەیی منیش خۆم بەدووربگرم لەو هەڵە|to_kaptne_chunk989.wav
من لە ساڵی هێزار و ناسۆچی ل و حەوتی زایانی لێ نەپسالەتایک بوم و پاشجەنگی جییان|to_kaptne_chunk235.wav
دینیایە بەجێ نەهێڵمۆ بڕۆن جێپەنجەی خۆیان بنەخشێنن|to_kaptne_chunk939.wav
ی لە ڕووناکییە و نەرخی خۆیی کەم بکاچەوەسەرکەوچەنێت پە|to_kaptne_chunk1431.wav
من و وەمان لێیەکاین بەردەوام بین زۆر جاری شتانێک هەن مرۆڤ لە خۆی دا هە|to_kaptne_chunk667.wav
اتی ئۆسکارم بینی لە ماڵەکەی ئەو دەستم لێداوە ماچم کردوو بۆنم کرد|to_kaptne_chunk1296.wav
دوای کەناڵەکانی ڕاگەیەندن و لە چۆڕە کۆمەڵایەچییەکان خۆیان دەردەخست|to_kaptne_chunk1581.wav
و بە بە هێزتری پیاوی ئەورووپاچۆن بۆتە براوەی ناسناوی پیای ئەورووپا و پی|to_kaptne_chunk259.wav
ەکەیان بەهێس بەڵکوو  چێنها ئەوەندە نەبێت کە بوێری ئەوەەیان نەبوو بەر|to_kaptne_chunk446.wav
ی خۆت بخەیناو جەمی منەوو من ئیش بەنجی خۆم دەخەمای ناوجەمی چۆڵ هەردووک|to_kaptne_chunk1458.wav
کە ئێستایام بۆ درۆستکردی بیربکەوە تۆ چ کەسێک بویت|to_kaptne_chunk1511.wav
خۆتی پێ بکوژیت بەڵکو جەبەیێت بەو سامانەت ڕێگای شیان و ئاسودەیە|to_kaptne_chunk1576.wav
سەیر بکەن ئەدیسۆن هەرگیز وازی نەهێناه نە ئامانجەکەی کە دروستکردنی گڵۆپ|to_kaptne_chunk192.wav
ڕۆبێرتۆخیسۆسی یاییزانی بەراسی لویانەی مانچتەرس|to_kaptne_chunk1169.wav
موڵ هبێ ئڵ|to_kaptne_chunk224.wav
ڵبشێردراو ژیانی لە کوڕێکی هێژارەوە گۆڕا بۆ کوڕێکی خاوە سەرمایی بێئەند|to_kaptne_chunk702.wav
سەرەڕای ئەوەی سەرەوە کە باسمان کرد بەڵام هێشتا کەسێک هەیە کە پێویستەشی|to_kaptne_chunk852.wav
هەر شتێکی تر پێویستمان پێیانا بۆ ئەوەی کە لە پێشەوەی خۆتئاوا بێت هەر لە خۆرە|to_kaptne_chunk898.wav
ت و ئەویش گۆڵی دووەم ئەنجام دەبات بەو شێوەیە کریستیانەوە هەڵدەبشێردرێت|to_kaptne_chunk1531.wav
خەتی جێی خێزانی گێڕایەوە خەتی جا کۆمەڵێ گوشەی ئەرێنی جوانی چرپان بە گوێی پێغام|to_kaptne_chunk659.wav
یایە و دەڕۆن کەس نازانێت کە هەبوون دوەمیان ئەو مرۆڤانەی گەهاتمە دو|to_kaptne_chunk934.wav
مانەوەتا لە شوێنی خۆت داوازترین مرۆڤیش ئەو مرۆڤە یارێگە بدەیات خەو|to_kaptne_chunk345.wav
شایەتی بارشیان بۆ دەدەنکارەکانیان پێمان دەڵێن|to_kaptne_chunk994.wav
ئەوەی لەسەر ئێمە پێویستە لەو کاتە خۆشانەدا ئەوەیە بابەڕی ئاسوودەی|to_kaptne_chunk432.wav
شتی زیاتر بکەو کەسانی تازە بناسە و لێیانەوە فێربەو هەرگیز ئە|to_kaptne_chunk1401.wav
بێت و ئێمە شتێدابچین بۆ هەر هاڵەیەکە ئەنجامی ئەجەین پێویستە باجەکە شی لە تەن|to_kaptne_chunk620.wav
تۆ شدەبەیەت ئەو کارە بکەیت کە پێویستە ناوەکە تووەو ک|to_kaptne_chunk979.wav
گۆڵ چی دەمێنەچەوە بەڵامی گۆڵەکە ناکات و تۆپەکە بۆ کریستیانەوە دەهاوێژێ|to_kaptne_chunk1530.wav
یانەوە هەڵبستێت چونکە شتەکان گەشتی بەلای ئەو بەشەی مێشکەوە جووبارەن هەر بۆ|to_kaptne_chunk1153.wav
ی نەخۆشی ئەرێک دواخستەنبێت ئاخەر مرۆڤانێک هان پەیان بەڵێ ئەو کارە بکە|to_kaptne_chunk1040.wav
بوبەوە خۆوت دەبێت هەوەڵ بدەیت و کۆڵ مەدەی تاوکو بۆ خۆت خۆت ڕەسگ|to_kaptne_chunk758.wav
ی پێوانەیی تۆمار دەکات بۆ ئەوکاتدوا ئێوەی ڕزگاری دەبێتەوە پرسیاری ئە|to_kaptne_chunk729.wav
ەترسه ئەبەیتنه خێرهکانۆکو ئەو ئاگرەت لێ بکەن کە بەنزینیان پێدادەکرێ|to_kaptne_chunk689.wav
یە تێدیارەکانی جیهان بکە دەبینینێت ئەو ئیمپراتۆریەتەی ئێستا بنیاتیان ناوە|to_kaptne_chunk309.wav
م بخودن پخننی باغ|to_kaptne_chunk0.wav
ئلێ ن ننێننە هەنا ن مان گەر هەن|to_kaptne_chunk3.wav
اکا هەیان ڕەلایە وله|to_kaptne_chunk4.wav
مۆولە گرنگی خۆیان تێبگەن زۆر کەمن هەروەکۆ ئەمیر سووچندەڵێ|to_kaptne_chunk91.wav
ێت کە من ئەو مرۆڤانەی خۆیان دەناسەن پێش ئەوەی بمرنڕۆژێک|to_kaptne_chunk92.wav
ابەردێکیدایە دەست کوڕەکەی و پێیوەت گەرەچەوێت نەرخو قەبارەی خۆت بزانی|to_kaptne_chunk94.wav
لەشییان بڕۆ بۆ ناو سوپەرمارکێتێک و هیچ ماڵێ گەر کەسێک لەنێرخیبەیجەکەی پرس|to_kaptne_chunk95.wav
ناویدا هاتوو چۆیەکرت تاوکۆپیرێشنێ بۆچی کوڕەم ئەو بەردە بەچەن نەفر|to_kaptne_chunk97.wav
تیرەشنەیەک لەناو سوپەرماریکچەکە ئەیەوەی بەدوو دۆلاربار دەکەم لێبکڕێت باوکی شی گوت|to_kaptne_chunk100.wav
ای بیسخولەک لا تووچەوکردن و چاوەڕوانی پیاوێکی تەمەنمام ناوەند نەینزیکەوچۆ|to_kaptne_chunk103.wav
ەوە گوتی کۆڕەم نەرخەیەو وەردە چەندا کوڕەکە بە بێجەنگی تەنها دوو پەنج|to_kaptne_chunk104.wav
ەی بەرس کردەوە پیاوەک ئەوەتی دووسا دۆلار با شەمەنەیکڕمکوڕ|to_kaptne_chunk105.wav
کە بەڕاکردن ڕوشتووە وەلای باوکی ووتی باوکێکیان پیاوێک لەناو وەزەخانەکە ئەماد|to_kaptne_chunk106.wav
دێ دووسە دۆلار بداتباوکی شیوەتی کوڕم ئێستابڕۆ ئەڵ بەرجەبەرە|to_kaptne_chunk107.wav
ە بۆلای ئەو پیاوانەی بەجوای شوێنەواردا گەڕێنکوڕەگەڕەوەیش بەرەو چیا|to_kaptne_chunk108.wav
ی خودایە من هەموو چەمەنم لە گەڕانتان بەگەی بردێکی لەو شێوەیە ئایا ئەم|to_kaptne_chunk111.wav
بەردە بە چە نەفرۆشیت کوڕەکە بێبەدەنگەیتان ها هەردوو پەنجەکەی بەرێز کرجاوە پیا|to_kaptne_chunk112.wav
اوە کەوگچی دوو سەد هەزار دۆلاش باشەمە نەیکڕم|to_kaptne_chunk113.wav
کوڕەکە سەرسان بوو بەڕاکردن و هاوارکردنەوە ڕۆیش پۆلای باوکی گوتی|to_kaptne_chunk114.wav
بینیتەوە تۆ توانی بڕیار بدیێیت ئاخوت و دۆلاری بەردەکە بەیتەوە|to_kaptne_chunk118.wav
نی تۆ چ شوێنێکەئەبێت بوێر و ئازابین بگەڕێن بۆ و گەوهەرەی ناخ|to_kaptne_chunk120.wav
مان و خۆماوە دۆزینەوە هەوەڵ بتەین بگەین|to_kaptne_chunk121.wav
هیانباشتر|to_kaptne_chunk187.wav
ێکی کرد و بەزەردەخێنەیەکەوە پێی گۆت نەحێرچونکە فێری ئەوە بووین کە نۆسەڵ و نەونۆڕ|to_kaptne_chunk189.wav
بووبەڵکو هەموو جارێ کە شکستییاهێنا ڕێگایی کارکردنی خۆیەکۆڕیخە|to_kaptne_chunk193.wav
سبکەکافتنێیەک ناچتوانێت بەتەنیا کەشتییەکری بگەیەنێت بەکەناردەرییا|to_kaptne_chunk196.wav
چون کە پێویستی بە یارمەتیی کۆمەڵی کەسی تر وە شارەزا حەیە بۆ ئەوەی یارمەتی پەمنە وک|to_kaptne_chunk197.wav
کەیتەوە بۆ ئەوەیی هاوکارت بن نەوە ڕێگاح بۆ ئەوەی بگەیت بۆ و ئامانجەی کات|to_kaptne_chunk199.wav
هەستا بەکۆکردنەوەی هاوەڕێو خزم و ناسیاوەکانی ئەزانن بۆچونک|to_kaptne_chunk201.wav
ە ئەوان دەبوون بە یارمەتیدەری لە گەیاندنی پەیامەکەیە و ئەوانیش ڕزگاریان دەبوو لە چا|to_kaptne_chunk202.wav
یدەری دەستیان پێکرد ئێستا فێسبووک بۆتێکی لەو چۆڕانی زەوشترین بکارهێن|to_kaptne_chunk206.wav
زۆرتۆش کاپچەن گرووپێک درۆست بکە کە شەوب خەسە ڕۆژ و کا|to_kaptne_chunk208.wav
ار بکەن بوو ئامانجەمەستەجوون کە دڵنیام ئەو ئامانجەی تۆ بێتە فریایڕەسێک بۆ خۆ|to_kaptne_chunk209.wav
ت و کەسانی دەوروو بەشت و پێکەوە بوو پەڕیخۆشەویستیو دڵسۆزییەوە کار بکەن بوو|to_kaptne_chunk210.wav
ڕۆزپرات دەڵێت من کاتێک دەستەکام بە دروستکردنی گرووپاکەم هەمیشە گەڕێم ب|to_kaptne_chunk212.wav
دوای ئەو کەسانێتا کە حەزیان لەسەر کەوچنە و ئەگەر نەمچوانی هیچەکێک لەو کەسانە بتوەسماو|to_kaptne_chunk213.wav
ەکە نایەوێت ئەکی نامهحاڵهو هەزار جاریش مەحاڵا کەسێک بدۆزیتەوە شەو|to_kaptne_chunk217.wav
ت بگەیت بگەنج پێویستە بەڕانج بتەیتگەردە چەوەیە د|to_kaptne_chunk219.wav
ڤیتەبەڕێبەرێکی سەرکەوتۆ گرووپێکی ناوازەت هەبێت دەبێت پێشەمویان دەست بەک|to_kaptne_chunk220.wav
با ب  بێبا ه ئم|to_kaptne_chunk222.wav
بەرماب با ه|to_kaptne_chunk223.wav
لە سەرەتاوە کۆچایی ببینەئەوەی لەسەر ت|to_kaptne_chunk226.wav
ۆ پێویستە بیکەیت کاخچن ئەوەیا پێش ئەوەی دەست بکەین بە گەشتەکەت هەر لە سەرەتاوە ب|to_kaptne_chunk227.wav
مییەنیتەبەرچاوەت کە ئەچەوێت بگەیت بەچە شوێنێک ستیفن کۆفی دەڵێ د|to_kaptne_chunk228.wav
بهێنن با فیلمێک درۆست بکەین نەخێر دەرهێنەرەکە سەرەتا دەسپێکی فیلمەکەیان بۆ با|to_kaptne_chunk231.wav
یدەئارنۆس چوارزێن چەی باسی گەشتەکەی خۆیمان بۆ کار چۆن|to_kaptne_chunk233.wav
کاتێک لە سەرەتاوە دەستی پێکرد کۆچایەکەی لەناو مێشکی خۆیداوێنا کرد بوو دەڵێیەت|to_kaptne_chunk234.wav
یدووەم منەو کاتی تازە پێگەیشتبووم حەزم بەنەمسانا کرد نەمەچوانی|to_kaptne_chunk236.wav
یوێنای خخۆم بکەم ەکو جوتیارێ گیارۆکە و کرێکارێک لە کارکەیە یان شتێکی لەو شێوەیە|to_kaptne_chunk237.wav
باوکم دەیویست وەکوو خۆی ب  بە عەفسەرل پۆلیس و دایکم ئەیویس لە|to_kaptne_chunk239.wav
کۆمێنچایەین بینی تەرباری ئەمریکا هێناکاوت لە ناخەمدا بڕیارێکم جا وچەم|to_kaptne_chunk244.wav
ئەوە ئەو شوێنەیە ئەمەوێت بۆی بڕۆمن نامەوێت لێرە بمێنبە وە نێنێوان جووچیی|to_kaptne_chunk245.wav
شتم بوون و گۆڤارەکە گۆفاری لەشچوانی بوو لەسەربەرگەکەی وێنەی ڕیچپار کتا|to_kaptne_chunk251.wav
ماڵەوە و گۆپارەکەم لەبەرکەوە بۆ بارەکی خوێنتەوە هەمبوو وەردە کارییەک باسکرا بوو|to_kaptne_chunk256.wav
چۆن ڕاهێنانەکات و چۆن کارەکات لە شاری لیدزوەپەڕیتانیا و لەشیر شەسا|to_kaptne_chunk257.wav
اری دووەم و سەیەم بۆتە براوەی ناسمانی پیاهی گەرفتۆنی پاشانیش هەڵبژاردنی بۆ ڕۆل|to_kaptne_chunk261.wav
ئەوە ئەو شتەیە کە ئەمەوێت لە شیان بیکەم ئەمەوێت بوەم لە پالەوانی لەشچوانی وەکۆڕ|to_kaptne_chunk264.wav
اوچان زۆر بەی خەڵکی نازانن چیان ئەوێ بەدەستیبێننبەڵام من ئەم|to_kaptne_chunk268.wav
وانی ئامانچێکیت تێدەکۆشیت بۆ بەدەسهێنانی هەموو شتێک ئاسانە بێت خەڵکی|to_kaptne_chunk270.wav
ههەمیشە لێمە پەرسەن ئەو کاتێکە لە هۆلی ننێش جوانی منیا نەبینی چۆن ئەبێت چۆبڕۆماوەی پێ|to_kaptne_chunk271.wav
ێنج بۆ شەش کاشمێ ڕێهێنا بکەیت و سەردەخەنەش لەسەر ڕوخسارەت بێت|to_kaptne_chunk272.wav
ئەوە بۆ ئامان جووتیەڕوانی نێم هەبوو بۆ کۆچایەکەی بەیڕوانی چان دیاریبکەن و|to_kaptne_chunk278.wav
ن بۆی تێبکۆشنئێستا من داوات لێ یەکەم تۆ چاوەکانیت تا بخەیت بی|to_kaptne_chunk279.wav
ئەونەوسەری کچێبەکەت بۆتە یەکێک لە پڕفرۆشترین کتێبەکانی کوردستانیئەو کاتە|to_kaptne_chunk284.wav
ا خۆی بۆ ناوەشیانەنچێت و دڵخۆشەبیت و دەگری ت و هاوار تەکەی|to_kaptne_chunk285.wav
تو ئاهەندێکیریتباشترین کارێکیش کە ئەنجامی بێیت دوای ئەوەیچ|to_kaptne_chunk286.wav
اوەکانیت کردەوە ئەوەیە باوەڕتوابێ ئەوەی لە خەیاڵدا بینی دەتوانین لە ڕاستی|to_kaptne_chunk287.wav
کە لە ئامانجەکەت نسیکەکاوییچەوە بۆیە دەسپکا بە گەشتەکە و بیهێنە بەرچا|to_kaptne_chunk289.wav
اچو مەڵکی ئەو کەسانەیە کە دەتوانن دەرفەتەکە ببینن پێش ئەوەی ڕوون و جیاربێد|to_kaptne_chunk291.wav
اچێک پراوەابنئەو کاتەش گشتیمەکان بە عومێدی بەدەسهێنانی ئەو جاما|to_kaptne_chunk295.wav
ەس ئەکەن بە ئامادەکاریو یاریکردنپێش|to_kaptne_chunk296.wav
شەنگاوی یەکەمهاوڕێکەمدەمهەوێت بەڕاسکۆیی بۆ جەجوێم سەرکە|to_kaptne_chunk297.wav
و چەن ئایسان نییە گەر سەرئەوچەن ئاسان بوایە هەمووان بەبێ هیچ هە|to_kaptne_chunk298.wav
استەقینی خۆیان لەدەزەیە بێنەبەر چاوت ئەوانەی لەناودەریا بەجوای مرواری|to_kaptne_chunk300.wav
ەلامگەرهاتباوە مەروارییەکان وەکوو حیز و چهەوی کەنارزەرییەکان زۆر بەیان|to_kaptne_chunk303.wav
ەو کات کەس بەلایی مروارییەکاندا نە دەڕۆشن و ئەو نەرخەگران بەهایی ناکرد|to_kaptne_chunk304.wav
بۆ سەرکەوتن و ئامانجەکانیش لەشییان هەمان هشتە دەچەوێ سەر بکە|to_kaptne_chunk305.wav
یا کەیەتە پێشبۆ ئۆبەی لەو وچانە دڵنیابیچەوە سیرەکیشیاین نامەی کەسێ|to_kaptne_chunk308.wav
لەناکاو و لەپەڕێکەوە دروست نەکراون جاکما ئەوپیاوە چینیەی|to_kaptne_chunk310.wav
سەدەها ئاستەنگۆ ڕێگری بۆچەوە کە ئەمانا هەمووی بەهای باش بوون بۆ ئەوەی جاک|to_kaptne_chunk312.wav
انم و سەردەکەومئەمبڕۆ جاکما خاوەنی سەروەتێکی یجگار زۆرە و بەدەوڵەمەن|to_kaptne_chunk315.wav
بوێربە مەترسەلەنە خێرەکان و مەهێڵە چۆکت پێتابەنبەڵکوو لە ئا|to_kaptne_chunk318.wav
س ئەو نەخێرانەتا خۆت وەک نابیستێک نیشان بدە و وا بێنە بەر چاوت|to_kaptne_chunk319.wav
ردن نەخێریان پێگۆچی ئەمە شوای کرد ستیڤنکینگ کتێبەکەی بەهاوەتە نا|to_kaptne_chunk322.wav
ە خێرەکان واچای ئەوەنیتڕۆمانەکەی تۆ شایەنی خوێندنەوە و بڵاوکردنەوە نەبێت هانیدا|to_kaptne_chunk324.wav
بنی دەریاوە بۆبینینی مەروارییەکان و تەڕ نەبیت بەڵکوو تۆو گوێنادەیت بەوەی کەتەڕ بووی|to_kaptne_chunk331.wav
هەنگا و بەهاوێشە بەرۆڤ پێشەوە بۆ لە باوەش کردنی ئەمانجەمەسنەکات|to_kaptne_chunk333.wav
بەڵێی نێکەوە بە ئاماجەکەم داوە سەختی گەیشتن بەچۆ هەر چ|to_kaptne_chunk334.wav
ئەوەیە کە هەنگاوی یەکەم بەهاوێشیت و کەشتێکە بەگەڕبخەیت بۆ ناودەریە|to_kaptne_chunk337.wav
زانایە گەڵەیەت ڕێگایەکی هێزیار میلی بە یەکەم هەنگاو ئەسپەیەکاتهە|to_kaptne_chunk338.wav
ر بۆیابێیەت خۆت و هاوکارەکانت ئاماجە بن بۆ یەکەم هەنگاو بەرە و ئامان|to_kaptne_chunk339.wav
جەمەزنەکەتان و بنیاتنانی دا هاتوێکی گەشاوەبە قورزترین هەنگاوێکیش|to_kaptne_chunk340.wav
هەنگاوی یەکەمەچوونکە زۆرێک لەوە ترسەن شکز بێنن بۆی هەرگیز|to_kaptne_chunk341.wav
ەو هەنگاوە شناهاوێشن کەسانێکی زۆر خەون و ئاواتی زۆریان هەبوو بەڵام ترێسە دە|to_kaptne_chunk342.wav
سپێکردن و جواخستنی خەونەکانیان وای لێ کردن چەندها لە خەودا خاونەکانیان ببینن|to_kaptne_chunk343.wav
لە هێواش ڕۆیشتنت مەترسە بەڵکوو ئەوەی پێویستە لێی بترسیت ئەوەیە|to_kaptne_chunk344.wav
و ئازایەتی ئەوەت هەیە ڕووبەڕی ئاستەنگەکان ببیتەوانێ و لەگەڵ شەپۆلەکان|to_kaptne_chunk347.wav
ت لە ناوتەیاتاوە دەزانێت بۆچە شوێنێک دەڕوات و ئەوەش دەزانەیەت کە ڕەنگە|to_kaptne_chunk410.wav
ە شتێکی بگۆڕێت یان تووشی بەستەڵەکێک بوێت بەڵام بۆ هەموو بارودۆخانە|to_kaptne_chunk412.wav
ئامادهکاری و پلانی خۆی هەیەتۆ شاوڕێکەم ئەو کاپتنی دەبەیت ئەو بەبا|to_kaptne_chunk413.wav
سانێکی شەبیت هەر کە کەوتیت دەستە جەگرن و هەڵە دەسێنەوە و پێت دەڵێن|to_kaptne_chunk418.wav
شەکان و لە ئامادەبا شیشتەهەبیت بۆ ڕووبەڕووبوونەوەی ڕۆژەقور س و تەماوییەکان|to_kaptne_chunk422.wav
ڕۆژەکانیش لە ناودەریای ژیاندا دو ڕۆژنئەلف ڕۆژەخۆشەکا|to_kaptne_chunk423.wav
بە ڕۆژهەناخۆشەکەنئەلەس ڕۆژەخۆشەکان|to_kaptne_chunk424.wav
از دەکات ئیتر ئاستەن یەک لە ڕێگای نەماوە چێژ دەبینێت لەو سەرکەوتنەی لە|to_kaptne_chunk429.wav
شتووە و ئێستا جوای ئەو هەموو کاتەڕیشتووە سەرکەوتن ئەو چێژەی سەرەچای نەماوە|to_kaptne_chunk437.wav
اربکەو لەگەڵیان پێبکەنە و پێکیشایەتیان لەگەڵ نەش بکەچونکە ڕەنگە ڕۆژ|to_kaptne_chunk440.wav
با ڕۆژە ناخۆشەکانئەو کاتەی دەستت کرد بە بنیادنانی دەها|to_kaptne_chunk442.wav
تووت و گەیشتم بە خەونەکانت هەستت بەوە کەیر کە ئەم گەشتائاسان نابێت تووشی ئ|to_kaptne_chunk443.wav
انبەر کێشەکان بوو وەسنەوانێوە لەگەڵیان بجەنگەن چونکە تۆ هەر چەنتێک بەهێز پ|to_kaptne_chunk447.wav
یت فەربویەری چێدا نەبوو ڕادەکەیت هەروەکوو ئەوانەی ڕایان کردوو|to_kaptne_chunk448.wav
وش کستیش بەدوایان کۆتو لەناو زیندانەکانی خۆی کردن بەلام کاف|to_kaptne_chunk449.wav
چەند تۆ بەهێزی من دڵنیام زۆر بە ئازایەنا ڕۆژەقورسەکانت چێتەبەڕێنی|to_kaptne_chunk450.wav
تنموونەی هەستانەوەبەیانێکی خۆرەتاو بو|to_kaptne_chunk451.wav
ی مربڕێکانی پشتی هاچە بودکتۆرەکان بە باوکیان وچ بوو کە دەرهێنەری فیلم|to_kaptne_chunk453.wav
ندەئەو ڕۆژە بۆ ئەو ناخۆشترین ڕۆشی شیانی بوو چون کە پەیان ڕاگەیا|to_kaptne_chunk455.wav
نت کە ناتوانێت ئەو خۆنی کە دەیەوێت بەدەستیبێنێت ئەویش ئەوەیە بێتەسەر شا|to_kaptne_chunk456.wav
کریا بەڵام بۆ ئێوارە بڕیاریتا لەگەڵ نەخۆشییەکەی بجەنگێت و کار بکاتبخ|to_kaptne_chunk458.wav
بێتە باشترین سەماکەری پیاو لە ناوهێندستاندائەو پیاوەش هیچ کەسێک نییە|to_kaptne_chunk460.wav
تن لە سی کڕۆک واردەگرێت کە دەکاتە نزیکەی چوار ملیۆن دۆلاری ئەمریکی|to_kaptne_chunk462.wav
لەناو کورئانی پیرۆزدا هانمان دەدات و دڵنیایمان پێدەدایت کە جوای هەر ناخۆش|to_kaptne_chunk464.wav
ییەک خۆشیەیەکتێت ئیننه مە عەل عوسرەیوسره خوا بۆیە ئەومان پێدە|to_kaptne_chunk465.wav
ر لە پشت هەورەکان خۆی حەشارداوە و چاوەڕێی خۆڕهەڵاچەن بکەنبۆیە بەهێز بە|to_kaptne_chunk467.wav
سکاڵا مەکه لە دەست ڕۆژهشگاری سەخەت چەنها ئەرامگر بە و چاوەڕێ|to_kaptne_chunk468.wav
بکە چۆن ڕۆژەخۆشەکان دێن و لە باوەشت دەگرنچەند م|to_kaptne_chunk469.wav
ی دورگەکە و پیاوەکێ ڕزگار کرد دوای ئەوەییپیاوەکە لەسەر کەشتییەکە لەکەپ|to_kaptne_chunk481.wav
ایکی پەریسمان بینی و واگومانمان کرد کەسێک داوای یارمەتی دەکات ئێمە ش|to_kaptne_chunk483.wav
ێشیانی ئەویان ڕزگار کردووە چایەرا شتێکی نوێنەبوو لە چیورۆکەکەدا چوونک|to_kaptne_chunk485.wav
بووبیرت بێت تا کاتێ کەسێ کە شتێکەی بگەمە خار لە ناودەری|to_kaptne_chunk488.wav
یاداو نەڕوات برەو ئامانجەکەی ئەوانەی لەناودەریاگی یان خواردووە کەسێک نیار|to_kaptne_chunk489.wav
زگاریان بکات ئامانجەکەی تۆش بەو شێوەیەیە ئەتوانی لە ڕێیگییشتن بە ئامانجەکە|to_kaptne_chunk490.wav
ر ژیانی کۆمەلە کایس بگۆڕێیت ئەو کاچەی چۆ ئاواچی ئەوە خوازی کە کۆمپاین|to_kaptne_chunk491.wav
ایاکی مەزن دامەزرینی ت و دواچێر بە ئاواتەت دەگەیت کۆمپانیاکەت پێویستی|to_kaptne_chunk492.wav
وێ کەسانێکی زۆر ئەبەێت بوۆئەوەی کار و باری کۆمپانیاکە بەباشی بڕوە لەو کاتەدا|to_kaptne_chunk493.wav
ار دەکەیت بەڵام ئەوەشمان بیربنەچێ ئەو ئامانجەی کە هەتا پێش ئەوەی بێتە فڕ|to_kaptne_chunk499.wav
یەدەڕەستی کەسانی تر ئەوە فرڕەیات ڕەستی خۆتە تۆ ڕزگاردەکات لەو تاریک بۆ ئا|to_kaptne_chunk500.wav
ازارانەیەتیدادەشیتفرمەسکەکانت دەگ|to_kaptne_chunk501.wav
ۆڕێت بۆ زەردەخەنە و لاوازیت دەگۆڕێت بۆ بەهێزیت بەڵێ ئامانجەکانمان پێش ئەوەی|to_kaptne_chunk502.wav
یارمەتیکەسانی دەوروبەرمان بدەن یارمەتیدەرێکی باشی بارۆدۆخی خۆمانەن|to_kaptne_chunk503.wav
لە شار لای هاوڕێکم کارێکم بۆدۆزیویتەوە بۆ ئەوەەی هەر هیچ نەبێت|to_kaptne_chunk505.wav
لەو کاتەتا بینی وا باسێەک لە ئەسمانەوە خەریکانی شێچەوە و بەر|to_kaptne_chunk508.wav
وڕوی بالندێکی باڵشکاو دێت کوڕەکە زۆر بە چووندی سەرنجی ئەو دیمەنی دێدا|to_kaptne_chunk509.wav
گە زۆریش ناچار بۆم خوا خۆی یارمەتیدەرێکم بۆ ئەمێرێت چونکە ئەمڕۆ|to_kaptne_chunk514.wav
عەڵشکاو باوکەکە کەسێکی ژیر و دونیادی دەبوو بۆیە بە کوڕەکەیوەت کوڕ|to_kaptne_chunk516.wav
